"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-04","0.9",",,W",,,"0.0",",,W,2400",,,"33.3",",,W","25.0",",,W",,,"3.1",",,W","4.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-05","0.6",",,W",,,"0.0",",,W,2400",,,"31.7",",,W","25.0",",,W",,,"2.7",",,W","7.2",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-06","1.3",",,W",,,"9.1",",,W,2400",,,"33.9",",,W","22.8",",,W",,,"7.2",",,W","13.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-07","2.8",",,W",,,"0.0","T,,W,2400",,,"23.9",",,W","20.6",",,W",,,"6.3",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-08","2.8",",,W",,,"0.5",",,W,2400",,,"21.7",",,W","16.1",",,W",,,"6.7",",,W","9.4",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-09","2.7",",,W",,,"11.4",",,W,2400",,,"16.7",",,W","12.8",",,W",,,"5.8",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-10","3.1",",,W",,,"23.6",",,W,2400",,,"17.8",",,W","12.2",",,W",,,"5.8",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-11","0.6",",,W",,,"0.5",",,W,2400",,,"23.3",",,W","16.7",",,W",,,"3.6",",,W","4.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-12","0.1",",,W",,,"3.8",",,W,2400",,,"25.0",",,W","21.7",",,W",,,"2.2",",,W","3.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-13",,,,,"3.3",",,W,2400",,,"24.4",",,W","20.6",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-14",,,,,"0.0","T,,W,2400",,,"23.9",",,W","20.0",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-15",,,,,"0.0",",,W,2400",,,"26.7",",,W","19.4",",,W",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-16",,,,,"0.0",",,W,2400",,,"28.9",",,W","19.4",",,W",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-17","0.0",",,W",,,"0.3",",,W,2400",,,"26.1",",,W","20.0",",,W",,,"3.1",",,W","5.8",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-18","0.9",",,W",,,"30.2",",,W,2400",,,"26.1",",,W","21.1",",,W",,,"4.5",",,W","9.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-19","1.6",",,W",,,"0.0","T,,W,2400",,,"27.2",",,W","20.0",",,W",,,"4.5",",,W","7.6",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-20","1.1",",,W",,,"0.0",",,W,2400",,,"22.2",",,W","18.3",",,W",,,"4.5",",,W","7.2",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-21","0.9",",,W",,,"0.0",",,W,2400",,,"22.2",",,W","19.4",",,W",,,"3.6",",,W","7.6",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-22","2.3",",,W",,,"0.0",",,W,2400",,,"23.3",",,W","16.7",",,W",,,"4.5",",,W","9.8",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-23","1.4",",,W",,,"0.0","T,,W,2400",,,"18.9",",,W","15.6",",,W",,,"4.0",",,W","5.8",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-24","3.2",",,W",,,"0.0",",,W,2400",,,"20.6",",,W","13.9",",,W",,,"7.2",",,W","10.3",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-25","1.5",",,W",,,"49.5",",,W,2400",,,"22.8",",,W","15.0",",,W",,,"5.4",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-26","0.8",",,W",,,"5.3",",,W,2400",,,"27.8",",,W","20.6",",,W",,,"4.5",",,W","8.5",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-27","1.9",",,W",,,"0.0","T,,W,2400",,,"22.2",",,W","16.1",",,W",,,"5.8",",,W","8.5",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-28","1.7",",,W",,,"19.6",",,W,2400",,,"18.3",",,W","13.3",",,W",,,"6.3",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-29","1.1",",,W",,,"0.0",",,W,2400",,,"22.2",",,W","14.4",",,W",,,"3.6",",,W","5.8",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-09-30","1.1",",,W",,,"0.0",",,W,2400",,,"21.1",",,W","12.2",",,W",,,"3.6",",,W","5.4",",,W",,,,,,,,,,,,,,
