name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2020-06-20,29.4,20.7,24.2,30.5,20.7,24.6,18.5,71.7,0,0,0,,0,0,64.1,18.1,232.5,1017.9,1.4,16,277.2,23.8,9,,2020-06-20T05:24:58,2020-06-20T20:30:35,0.98,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-21,30,20.7,24.8,31.4,20.7,25.3,18.9,70.9,0,0,0,,0,0,29.5,12.8,229.1,1016,1.1,16,325.3,27.9,9,,2020-06-21T05:25:11,2020-06-21T20:30:47,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-22,32.2,21.8,26.2,33.8,21.8,26.8,19.2,67.4,0,0,0,,0,0,37.1,21.6,205.9,1014,1.1,16,322.4,27.9,9,,2020-06-22T05:25:26,2020-06-22T20:30:57,0.05,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-23,28.9,22.9,25.7,30.7,22.9,26.4,19.9,71.4,0,0,0,,0,0,38.9,20.2,178.8,1008.9,5.1,16,302.3,26.2,9,,2020-06-23T05:25:43,2020-06-23T20:31:05,0.09,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-24,30,23.4,26.5,29.2,23.4,26.3,17.2,60.2,0,0,0,,0,0,40.7,23.7,260.4,1006.5,27.6,16,301.3,26.1,9,,2020-06-24T05:26:01,2020-06-24T20:31:11,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-25,29.4,22.2,25.1,28.8,22.2,25,14.4,52.8,0,0,0,,0,0,69.4,17.9,221.3,1014.2,11.4,16,255.4,22.1,9,,2020-06-25T05:26:21,2020-06-25T20:31:15,0.16,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-26,30.6,20.7,25.5,29.6,20.7,25.3,15.1,55.8,0,0,0,,0,0,35.3,21.7,258.6,1014,22.7,16,300.6,26.1,10,,2020-06-26T05:26:43,2020-06-26T20:31:17,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-27,26,21.8,24.2,26,21.8,24.2,18.5,71.2,0.901,100,20.83,rain,0,0,53.6,24,254.5,1009.1,23.1,15.7,107,9.2,4,,2020-06-27T05:27:06,2020-06-27T20:31:18,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-28,31.2,22.3,25.8,33.6,22.3,26.7,20.5,74.3,4.399,100,4.17,rain,0,0,37.1,13.1,232.2,1006.9,16.8,15.7,272.6,23.4,10,,2020-06-28T05:27:31,2020-06-28T20:31:16,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-29,31.6,21.6,25.3,32,21.6,25.6,18.5,67.9,2.154,100,4.17,rain,0,0,76,19.7,12,1009.2,23.2,16,272.7,23.5,9,,2020-06-29T05:27:58,2020-06-29T20:31:12,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-06-30,27,20.6,23.1,27.9,20.6,23.1,18,73.3,0.23,100,4.17,rain,0,0,94.3,16.6,13.1,1012.1,33.4,16,189.8,16.3,8,,2020-06-30T05:28:26,2020-06-30T20:31:06,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-01,25.7,19.5,22.8,25.7,19.5,22.8,18.5,77.5,13.809,100,16.67,rain,0,0,88.9,11.5,160.6,1011.7,28.7,15.7,206.6,17.9,8,,2020-07-01T05:28:56,2020-07-01T20:30:58,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-02,32.2,21.1,26.4,33.5,21.1,27,18.4,63.5,0,0,0,,0,0,,14.3,339.6,1009.9,15.9,16,300.4,25.9,9,,2020-07-02T05:29:27,2020-07-02T20:30:48,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-03,32.8,23.3,27.8,35,23.3,28.7,19.5,62.1,0.189,100,12.5,rain,0,0,37.1,25.8,61.2,1010.1,38.2,15.9,214.4,18.3,7,,2020-07-03T05:30:00,2020-07-03T20:30:37,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-04,31.1,21.1,24.7,32.6,21.1,25,19.2,73.5,0.277,100,8.33,rain,0,0,,16.2,88.1,1013.1,52.3,15.2,267,23.1,10,,2020-07-04T05:30:34,2020-07-04T20:30:23,0.48,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-05,33.8,22.2,26.9,35.2,22.2,27.8,19.8,67.9,0,0,0,,0,0,,14.5,238.1,1014,31.6,15.7,310.6,26.8,9,,2020-07-05T05:31:09,2020-07-05T20:30:07,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-06,33.9,22.2,26.2,34.5,22.2,26.6,19.5,69,0.646,100,20.83,rain,0,0,51,21.9,245.8,1016.7,15.5,15.6,253.6,21.8,9,,2020-07-06T05:31:46,2020-07-06T20:29:49,0.55,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-07,27.6,22.8,25,29.4,22.8,25.5,21,78.7,0,0,0,,0,0,27.7,16.1,86.1,1019.1,81.1,16,193.5,16.6,7,,2020-07-07T05:32:24,2020-07-07T20:29:29,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-08,29.9,23.9,25.8,33.8,23.9,26.7,22.2,80.9,0.263,100,8.33,rain,0,0,92.5,12.8,229.4,1016.2,47.4,16,172.6,15,10,,2020-07-08T05:33:03,2020-07-08T20:29:07,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-09,31.7,23.4,26.8,34.6,23.4,28,21.9,75.8,0.699,100,4.17,rain,0,0,81.4,20.6,198.6,1015.6,11.6,15.9,327,28.3,9,,2020-07-09T05:33:44,2020-07-09T20:28:43,0.64,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-10,25.6,23.3,24.3,25.6,23.3,24.3,22.5,90.2,4.828,100,54.17,rain,0,0,55.2,33.4,52,1010.4,86.2,11.9,41.4,3.4,2,,2020-07-10T05:34:26,2020-07-10T20:28:17,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-11,30.5,23.3,26.1,35.7,23.3,27.8,22.7,82.2,0.707,100,25,rain,0,0,50,27.1,222.1,1005.2,49.1,15,221,19.3,8,,2020-07-11T05:35:08,2020-07-11T20:27:49,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-12,32.1,22.8,27.3,33.1,22.8,27.8,18.9,61.9,0.316,100,12.5,rain,0,0,48.1,21.3,260.8,1006.4,19.9,16,311,27,10,,2020-07-12T05:35:52,2020-07-12T20:27:19,0.75,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-13,32,22.8,27.2,32,22.8,27.6,18.5,61,0.023,100,4.17,rain,0,0,31.7,19.9,253.9,1008.9,28.1,16,309.2,26.6,10,,2020-07-13T05:36:37,2020-07-13T20:26:47,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-14,31.5,22.2,27,31.7,22.2,27.1,16.5,53.9,0,0,0,,0,0,27.7,18.4,279,1014,17.7,16,327.4,28,10,,2020-07-14T05:37:23,2020-07-14T20:26:13,0.8,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-15,28.7,22.8,25,29.8,22.8,25.3,18.8,69.1,0,0,0,,0,0,27.7,19.9,104.7,1021.5,47.8,16,248.4,21.5,9,,2020-07-15T05:38:10,2020-07-15T20:25:37,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-16,26.1,21.7,23.5,26.1,21.7,23.5,17,67.2,0,0,0,,0,0,38.9,18.2,135.4,1025.7,62,16,258.9,22.5,9,,2020-07-16T05:38:57,2020-07-16T20:24:59,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-17,31,21.1,24.9,35.2,21.1,26,20.5,77.1,0.047,100,8.33,rain,0,0,50,17.9,189.7,1020,54.1,15.9,131,11.4,5,,2020-07-17T05:39:46,2020-07-17T20:24:20,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-18,34.8,23.8,28.3,36.5,23.8,29.1,20.1,64,0,0,0,,0,0,70.2,11.1,267.2,1017.4,4.4,16,321.3,27.7,10,,2020-07-18T05:40:35,2020-07-18T20:23:38,0.93,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-19,34.9,24.4,29,38.2,24.4,31.2,21.7,66,0,0,0,,0,0,40.7,20.2,223.2,1013.7,0.9,16,292.7,25.2,9,,2020-07-19T05:41:26,2020-07-19T20:22:55,0.97,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-20,34.9,26.8,30.4,39,29.6,33.3,21.7,62.1,0,0,0,,0,0,31.8,20,260.7,1010.9,13.6,15.8,287,24.6,9,,2020-07-20T05:42:16,2020-07-20T20:22:10,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-21,33.8,26.6,29.4,35.7,26.6,30.8,19.3,55.6,0,0,0,,0,0,29.5,12.9,200.8,1015.7,6.1,16,303.8,26.2,10,,2020-07-21T05:43:08,2020-07-21T20:21:23,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-22,34.3,23.3,27.7,40,23.3,29.9,22.7,75.8,12.386,100,29.17,rain,0,0,81.4,26.9,235.3,1016.3,32.2,15.5,249.8,21.7,10,,2020-07-22T05:44:00,2020-07-22T20:20:34,0.07,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-23,31.6,23.3,26.6,37.1,23.3,28.4,22.5,79.2,0.013,100,4.17,rain,0,0,31.7,16.3,243.6,1016.5,45.4,16,216.6,18.6,9,,2020-07-23T05:44:53,2020-07-23T20:19:43,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-24,26.6,23.3,25,26.6,23.3,25,21.9,83,0.335,100,12.5,rain,0,0,31.7,23.5,46.9,1018,52,16,80,6.8,3,,2020-07-24T05:45:47,2020-07-24T20:18:51,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-25,32.1,23.8,27.5,35.3,23.8,29.2,21.9,73.2,0,0,0,,0,0,33.5,16.3,238.6,1018.6,10,15.8,296.2,25.5,10,,2020-07-25T05:46:41,2020-07-25T20:17:57,0.18,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-26,34.3,25,29.5,36,25,30.5,20.4,61.8,0,0,0,,0,0,39,23.2,253.4,1015.4,10.5,15.9,300.8,25.9,9,,2020-07-26T05:47:35,2020-07-26T20:17:01,0.21,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-27,34.9,25.7,30.2,38,25.7,31.9,19.8,54.5,0,0,0,,0,0,42.5,22.1,256.4,1010.2,2.2,16,315,27,9,,2020-07-27T05:48:30,2020-07-27T20:16:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-28,33.4,26.8,29.8,37.6,28.9,32.9,21.8,62.6,0,0,0,,0,0,37,25.3,256.2,1008.9,32.6,16,230.9,19.9,9,,2020-07-28T05:49:26,2020-07-28T20:15:05,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-29,32.7,25.1,29,36.7,25.1,31.2,21,62.7,0.469,100,4.17,rain,0,0,90.7,14.6,226.6,1012.5,14.3,16,299.1,25.7,10,,2020-07-29T05:50:22,2020-07-29T20:14:04,0.32,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-30,33.3,25.6,29.2,36,25.6,30.5,19.2,55.3,0,0,0,,0,0,68.4,15.9,250.7,1010.8,3.3,16,242.3,20.8,9,,2020-07-30T05:51:18,2020-07-30T20:13:02,0.36,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-07-31,28.3,21.9,24.6,30.7,21.9,25.1,20.8,80.2,6.504,100,29.17,rain,0,0,,15.9,39.6,1009.9,54.6,14.8,106.1,9.3,5,,2020-07-31T05:52:14,2020-07-31T20:11:58,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-01,32.7,23.3,27.2,33.8,23.3,27.7,20.1,67.6,0,0,0,,0,0,35.3,16.6,205.6,1013.4,2.2,16,305.3,26.5,10,,2020-08-01T05:53:11,2020-08-01T20:10:53,0.43,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-02,32.1,25,28.1,38.4,25,31,23.2,75.4,0,0,0,,0,0,49.5,23.4,187.2,1012.9,51.5,16,211.9,18.3,9,,2020-08-02T05:54:09,2020-08-02T20:09:47,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-03,32.7,23.7,28.4,34.8,23.7,30,20.2,62.3,2.875,100,8.33,rain,0,0,73.8,20,253,1015.8,12.9,16,286,24.7,9,,2020-08-03T05:55:06,2020-08-03T20:08:38,0.5,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-04,27.2,22.2,25.1,28.3,22.2,25.2,21.3,79.9,3.406,100,33.33,rain,0,0,69.4,43.9,200.7,1010.7,61.5,14.6,79.1,6.8,5,,2020-08-04T05:56:04,2020-08-04T20:07:29,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-05,31.6,23.9,27.3,32,23.9,27.7,19.1,63.3,0,0,0,,0,0,29.5,19.5,253.5,1015.7,21.7,16,292.5,25.3,9,,2020-08-05T05:57:02,2020-08-05T20:06:18,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-06,28.2,23.7,25.5,29.2,23.7,25.7,17.5,62,0,0,0,,0,0,63,14.4,128.3,1019.3,23.4,16,197.8,17.3,9,,2020-08-06T05:58:00,2020-08-06T20:05:05,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-07,27.1,21.1,24.1,28.8,21.1,24.2,19.1,74.3,5.363,100,33.33,rain,0,0,33.5,20.2,57.8,1019.9,41.2,15.7,111.5,9.8,5,,2020-08-07T05:58:58,2020-08-07T20:03:52,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-08,30.4,22.7,25.1,33.1,22.7,25.6,20.6,77.3,0,0,0,,0,0,,14.4,96.2,1020.6,49.7,15.9,176.5,15.2,8,,2020-08-08T05:59:57,2020-08-08T20:02:37,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,D8219,F1417,72503014732"
new york city,2020-08-09,31.1,22.8,26.4,34.3,22.8,27.8,21.4,75.3,0,0,0,,0,0,35.3,18.6,211.5,1019.3,28.3,15.9,281.7,24.4,10,,2020-08-09T06:00:55,2020-08-09T20:01:21,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-10,33.3,24.4,28.4,37.5,24.4,30.7,22.4,71.4,0,0,0,,0,0,68.4,16.4,221.5,1016.4,10.4,15.6,283.2,24.5,9,,2020-08-10T06:01:54,2020-08-10T20:00:03,0.73,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-11,31.6,25.1,28,36.4,25.1,30.5,23.2,76,0,0,0,,0,0,81.4,16.2,216.1,1014.7,11.8,16,273.8,23.6,9,,2020-08-11T06:02:53,2020-08-11T19:58:44,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-12,33.1,23.3,27.7,39.8,23.3,29.9,23.4,78.3,31.034,100,16.67,rain,0,0,50,13.3,237.3,1016.2,33.8,15.1,197.4,16.9,8,,2020-08-12T06:03:51,2020-08-12T19:57:25,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-13,26.2,23.3,25.5,26.2,23.3,25.5,22.1,81.5,0.312,100,12.5,rain,0,0,,17.5,49.3,1018.5,38.5,15.4,76.9,6.6,3,,2020-08-13T06:04:50,2020-08-13T19:56:04,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
